Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-01-02 00:00:00-05:00,0.32383343122299146,0.3268393443971834,0.3182735313820202,0.3197764754295349,144642400,0.0,0.0
2004-01-05 00:00:00-05:00,0.3218803508623974,0.3364562886834676,0.3218803508623974,0.33315080404281616,395018400,0.0,0.0
2004-01-06 00:00:00-05:00,0.33435249503914505,0.336907360322558,0.3262386058447846,0.33194828033447266,509348000,0.0,0.0
2004-01-07 00:00:00-05:00,0.33209889230654477,0.34306889650818917,0.32954402732013616,0.33946216106414795,586874400,0.0,0.0
2004-01-08 00:00:00-05:00,0.3432186847657378,0.35659292809718035,0.3403634215868795,0.3510330021381378,460303200,0.0,0.0
2004-01-09 00:00:00-05:00,0.34907891669256436,0.3626037819258835,0.34246712205350105,0.34562280774116516,427459200,0.0,0.0
2004-01-12 00:00:00-05:00,0.34938025122466254,0.3606498246803558,0.3471258098710649,0.35659289360046387,487547200,0.0,0.0
2004-01-13 00:00:00-05:00,0.37116880895420507,0.37327259979449545,0.35854603883329783,0.3624532222747803,679016800,0.0,0.0
2004-01-14 00:00:00-05:00,0.3666609870930898,0.3687647789841701,0.3573445491238173,0.3636559247970581,620043200,0.0,0.0
2004-01-15 00:00:00-05:00,0.344270485508267,0.3516337520328266,0.33810973963788127,0.3433692157268524,1018208800,0.0,0.0
2004-01-16 00:00:00-05:00,0.34397021574364584,0.3462246326216419,0.33976263299484566,0.3414153754711151,372820000,0.0,0.0
2004-01-20 00:00:00-05:00,0.3406637797298109,0.3426177725051906,0.33435238281454277,0.341565877199173,315946400,0.0,0.0
2004-01-21 00:00:00-05:00,0.34111479753592117,0.34517258055542066,0.3370578421287039,0.33976247906684875,226660000,0.0,0.0
2004-01-22 00:00:00-05:00,0.3390111729368512,0.34306895794115516,0.3333006203174591,0.3333006203174591,205004800,0.0,0.0
2004-01-23 00:00:00-05:00,0.33690740075115644,0.3417158307375087,0.3343525351611618,0.33901119232177734,227169600,0.0,0.0
2004-01-26 00:00:00-05:00,0.3375082102276849,0.3465250499696775,0.3370579889500673,0.3457735776901245,271269600,0.0,0.0
2004-01-27 00:00:00-05:00,0.3462246382310054,0.34938035042290433,0.34261790221284005,0.3466748595237732,307070400,0.0,0.0
2004-01-28 00:00:00-05:00,0.34321862658916485,0.3513333659292594,0.33675745677497637,0.3384101986885071,275402400,0.0,0.0
2004-01-29 00:00:00-05:00,0.3400630288154021,0.3426178688807739,0.333451231833784,0.3408145010471344,212699200,0.0,0.0
2004-01-30 00:00:00-05:00,0.340363511529643,0.34366982440321914,0.33690740075115644,0.33901119232177734,185298400,0.0,0.0
2004-02-02 00:00:00-05:00,0.3375081572623486,0.34276763478120387,0.3317984585365292,0.3354043662548065,287431200,0.0,0.0
2004-02-03 00:00:00-05:00,0.3351040206518066,0.3366069653237154,0.3305959891696121,0.334503173828125,180812800,0.0,0.0
2004-02-04 00:00:00-05:00,0.3305959186083446,0.33194823747934626,0.32608791316749625,0.3274402320384979,305552800,0.0,0.0
2004-02-05 00:00:00-05:00,0.327891345021301,0.3442706265179411,0.32774069444405624,0.33690735697746277,352844800,0.0,0.0
2004-02-06 00:00:00-05:00,0.33735842951379696,0.3439702272527602,0.33660695719598765,0.34126558899879456,193340000,0.0,0.0
2004-02-09 00:00:00-05:00,0.3399131760073026,0.34351908347928395,0.3381098084650838,0.3406638205051422,188260800,0.0,0.0
2004-02-10 00:00:00-05:00,0.33991315544681283,0.34742622087041247,0.33720769049090327,0.3453224301338196,255343200,0.0,0.0
2004-02-11 00:00:00-05:00,0.3469752204667082,0.3586967216886807,0.3463743737760582,0.35764482617378235,348544000,0.0,0.0
2004-02-12 00:00:00-05:00,0.35478950102423995,0.3605000519086863,0.35463972825257045,0.35659289360046387,183988000,0.0,0.0
2004-02-13 00:00:00-05:00,0.358396201008998,0.3621527332241324,0.34306879619326813,0.34562280774116516,315980000,0.0,0.0
2004-02-17 00:00:00-05:00,0.3471258995293386,0.35298622469910307,0.3471258995293386,0.34802716970443726,170956800,0.0,0.0
